filename,width,height,class,xmin,ymin,xmax,ymax
yeast-829.jpg,180,126,yeast,20,50,52,85
yeast-705.jpg,64,92,yeast,18,32,41,57
particle-219.jpg,296,240,particle,168,11,253,145
particle-219.jpg,296,240,particle,222,107,266,161
particle-219.jpg,296,240,particle,27,16,185,189
particle-219.jpg,296,240,particle,242,182,294,240
particle-493.jpg,314,254,particle,43,32,118,79
particle-493.jpg,314,254,particle,108,1,249,171
particle-493.jpg,314,254,particle,258,120,296,184
particle-493.jpg,314,254,particle,1,98,37,170
yeast-47.jpg,156,162,yeast,52,32,123,85
particle-534.jpg,468,538,particle,16,269,299,481
particle-534.jpg,468,538,particle,77,18,465,288
particle-722.jpg,208,202,particle,35,6,150,75
particle-722.jpg,208,202,particle,59,58,178,190
particle-722.jpg,208,202,particle,149,36,205,104
particle-487.jpg,548,474,particle,68,51,455,396
particle-487.jpg,548,474,particle,394,419,514,474
yeast-369.jpg,234,160,yeast,59,29,174,123
yeast-369.jpg,234,160,yeast,198,20,234,60
yeast-369.jpg,234,160,yeast,10,135,45,160
particle-155.jpg,342,328,particle,63,121,184,204
particle-155.jpg,342,328,particle,144,78,271,182
particle-155.jpg,342,328,particle,214,255,292,307
particle-634.jpg,310,208,particle,67,3,132,45
particle-634.jpg,310,208,particle,21,118,84,199
particle-634.jpg,310,208,particle,69,12,275,183
yeast-501.jpg,462,442,yeast,65,33,327,238
yeast-501.jpg,462,442,yeast,29,215,181,403
yeast-501.jpg,462,442,yeast,189,95,456,381
particle-14.jpg,748,620,particle,72,96,259,203
particle-14.jpg,748,620,particle,419,37,655,267
particle-14.jpg,748,620,particle,320,192,617,578
yeast-823.jpg,134,86,yeast,7,11,29,37
yeast-823.jpg,134,86,yeast,36,24,130,72
particle-558.jpg,278,218,particle,51,42,176,170
particle-558.jpg,278,218,particle,139,174,167,198
particle-558.jpg,278,218,particle,214,168,258,201
particle-558.jpg,278,218,particle,225,5,267,32
yeast-154.jpg,162,130,yeast,13,5,117,111
yeast-154.jpg,162,130,yeast,53,105,81,130
yeast-620.jpg,186,188,yeast,45,29,105,115
yeast-620.jpg,186,188,yeast,121,97,155,147
particle-3.jpg,88,84,particle,3,19,74,69
yeast-151.jpg,88,76,yeast,15,14,57,54
yeast-624.jpg,66,54,yeast,11,1,41,29
yeast-473.jpg,116,120,yeast,29,23,64,75
particle-332.jpg,238,496,particle,21,18,238,456
particle-332.jpg,238,496,particle,85,335,238,462
yeast-1051.jpg,82,92,yeast,26,7,62,30
yeast-1051.jpg,82,92,yeast,22,27,55,50
yeast-1051.jpg,82,92,yeast,32,52,67,75
particle-543.jpg,282,282,particle,16,47,209,185
particle-543.jpg,282,282,particle,87,179,204,270
yeast-750.jpg,60,64,yeast,15,15,48,50
particle-399.jpg,574,558,particle,51,53,447,494
particle-399.jpg,574,558,particle,375,34,567,175
particle-203.jpg,418,384,particle,70,33,371,251
particle-203.jpg,418,384,particle,75,203,245,359
particle-203.jpg,418,384,particle,278,245,322,268
particle-203.jpg,418,384,particle,231,336,297,384
yeast-819.jpg,152,112,yeast,19,6,146,100
yeast-844.jpg,54,58,yeast,1,12,28,41
particle-930.jpg,186,176,particle,41,55,155,146
particle-930.jpg,186,176,particle,18,77,72,107
particle-883.jpg,590,360,particle,126,52,503,319
particle-883.jpg,590,360,particle,92,217,233,341
particle-2.jpg,106,138,particle,40,56,100,104
yeast-680.jpg,90,96,yeast,20,23,59,72
yeast-352.jpg,132,108,yeast,1,6,29,33
yeast-352.jpg,132,108,yeast,37,13,69,50
yeast-352.jpg,132,108,yeast,79,36,110,102
particle-943.jpg,344,290,particle,29,33,268,223
particle-943.jpg,344,290,particle,221,168,333,268
particle-183.jpg,408,228,particle,99,38,296,206
yeast-634.jpg,100,86,yeast,14,17,80,57
particle-0.jpg,406,350,particle,71,19,308,323
yeast-922.jpg,72,86,yeast,27,27,60,57
yeast-240.jpg,174,170,yeast,31,29,111,120
yeast-240.jpg,174,170,yeast,12,121,52,158
yeast-240.jpg,174,170,yeast,158,74,174,105
yeast-636.jpg,72,100,yeast,8,41,66,93
particle-1002.jpg,412,338,particle,76,23,291,109
particle-1002.jpg,412,338,particle,130,105,381,291
particle-1002.jpg,412,338,particle,313,272,412,335
particle-1002.jpg,412,338,particle,296,283,407,338
yeast-13.jpg,252,246,yeast,77,72,186,145
particle-166.jpg,394,346,particle,138,44,288,169
particle-166.jpg,394,346,particle,64,138,97,163
particle-166.jpg,394,346,particle,66,248,125,276
particle-166.jpg,394,346,particle,146,253,177,268
particle-428.jpg,352,324,particle,118,44,208,118
particle-428.jpg,352,324,particle,215,65,323,177
particle-428.jpg,352,324,particle,59,90,310,273
yeast-464.jpg,82,90,yeast,44,25,82,67
yeast-562.jpg,90,154,yeast,1,71,42,124
yeast-562.jpg,90,154,yeast,45,52,90,96
yeast-43.jpg,228,218,yeast,79,65,142,124
yeast-381.jpg,146,118,yeast,69,24,107,69
yeast-381.jpg,146,118,yeast,35,69,65,103
yeast-520.jpg,178,142,yeast,52,28,102,81
yeast-838.jpg,114,110,yeast,7,17,94,81
particle-749.jpg,190,220,particle,21,38,156,166
yeast-491.jpg,82,52,yeast,20,16,48,45
yeast-376.jpg,88,94,yeast,20,23,54,52
yeast-930.jpg,140,150,yeast,6,4,121,110
yeast-720.jpg,108,84,yeast,35,8,74,73
yeast-720.jpg,108,84,yeast,75,54,95,78
particle-765.jpg,266,212,particle,54,16,195,133
particle-230.jpg,342,248,particle,23,34,101,148
particle-230.jpg,342,248,particle,97,25,259,185
particle-230.jpg,342,248,particle,274,14,323,68
particle-230.jpg,342,248,particle,307,198,340,232
particle-517.jpg,500,438,particle,91,62,216,152
particle-517.jpg,500,438,particle,252,65,444,243
particle-517.jpg,500,438,particle,81,266,183,355
particle-517.jpg,500,438,particle,167,179,377,433
particle-517.jpg,500,438,particle,352,1,451,49
yeast-82.jpg,110,108,yeast,42,30,93,90
particle-525.jpg,318,288,particle,49,11,259,267
particle-525.jpg,318,288,particle,271,64,307,98
yeast-396.jpg,92,112,yeast,28,53,59,83
particle-307.jpg,396,380,particle,106,16,289,128
particle-307.jpg,396,380,particle,48,102,289,258
particle-307.jpg,396,380,particle,34,203,322,373
yeast-299.jpg,92,58,yeast,9,15,42,46
yeast-1020.jpg,282,278,yeast,43,14,106,98
yeast-1020.jpg,282,278,yeast,84,48,240,234
yeast-1020.jpg,282,278,yeast,4,190,113,278
yeast-1020.jpg,282,278,yeast,212,164,282,230
yeast-1020.jpg,282,278,yeast,122,8,229,75
yeast-1020.jpg,282,278,yeast,239,6,269,24
yeast-892.jpg,104,82,yeast,23,20,71,48
particle-597.jpg,772,520,particle,168,92,358,262
particle-597.jpg,772,520,particle,354,36,546,168
particle-597.jpg,772,520,particle,363,161,476,242
particle-597.jpg,772,520,particle,341,256,487,345
particle-597.jpg,772,520,particle,130,265,240,346
particle-597.jpg,772,520,particle,53,373,191,468
yeast-668.jpg,36,50,yeast,3,8,26,34
yeast-239.jpg,140,122,yeast,13,24,115,101
yeast-345.jpg,46,54,yeast,7,9,40,38
yeast-827.jpg,212,214,yeast,6,77,178,202
yeast-827.jpg,212,214,yeast,152,11,202,92
particle-152.jpg,186,166,particle,34,35,113,101
particle-152.jpg,186,166,particle,62,34,98,61
particle-152.jpg,186,166,particle,49,52,59,65
yeast-563.jpg,154,110,yeast,37,11,76,40
yeast-563.jpg,154,110,yeast,58,70,136,110
yeast-280.jpg,172,116,yeast,42,45,80,69
yeast-280.jpg,172,116,yeast,74,10,113,40
yeast-280.jpg,172,116,yeast,81,56,104,77
yeast-280.jpg,172,116,yeast,51,73,72,95
yeast-539.jpg,44,164,yeast,15,53,44,86
yeast-764.jpg,78,84,yeast,19,8,54,61
yeast-707.jpg,82,78,yeast,16,12,46,43
particle-521.jpg,354,298,particle,18,29,225,237
particle-521.jpg,354,298,particle,220,7,286,49
particle-383.jpg,700,606,particle,62,70,543,434
particle-383.jpg,700,606,particle,366,241,548,367
particle-383.jpg,700,606,particle,560,394,676,524
yeast-888.jpg,110,92,yeast,1,16,83,78
yeast-215.jpg,184,150,yeast,57,47,87,81
particle-506.jpg,254,260,particle,61,32,178,128
particle-506.jpg,254,260,particle,4,98,37,189
particle-506.jpg,254,260,particle,215,66,254,122
yeast-974.jpg,156,140,yeast,35,16,132,129
particle-762.jpg,812,692,particle,127,193,754,597
particle-762.jpg,812,692,particle,136,6,332,139
yeast-415.jpg,130,102,yeast,25,28,88,86
yeast-138.jpg,244,234,yeast,15,17,184,209
yeast-138.jpg,244,234,yeast,208,83,244,130
particle-67.jpg,374,288,particle,95,56,245,204
yeast-14.jpg,216,186,yeast,69,25,142,69
yeast-111.jpg,126,106,yeast,43,32,82,65
particle-176.jpg,180,174,particle,36,78,126,142
yeast-367.jpg,126,100,yeast,37,32,78,72
particle-171.jpg,484,366,particle,45,42,195,235
particle-171.jpg,484,366,particle,185,47,374,282
particle-171.jpg,484,366,particle,131,300,160,319
particle-727.jpg,452,344,particle,11,57,93,117
particle-727.jpg,452,344,particle,84,83,348,283
particle-727.jpg,452,344,particle,212,16,268,48
particle-727.jpg,452,344,particle,290,24,335,55
particle-727.jpg,452,344,particle,345,66,416,133
yeast-737.jpg,84,134,yeast,8,20,67,120
particle-880.jpg,204,234,particle,24,20,182,171
particle-880.jpg,204,234,particle,64,181,113,227
particle-882.jpg,624,260,particle,75,19,595,141
particle-882.jpg,624,260,particle,381,139,479,207
particle-882.jpg,624,260,particle,150,174,289,239
particle-372.jpg,718,510,particle,68,111,429,379
particle-372.jpg,718,510,particle,362,110,603,282
particle-315.jpg,252,156,particle,119,27,217,144
particle-315.jpg,252,156,particle,187,97,223,132
yeast-380.jpg,162,132,yeast,51,47,82,80
yeast-541.jpg,106,200,yeast,29,65,97,200
yeast-29.jpg,232,216,yeast,91,54,197,142
yeast-874.jpg,130,84,yeast,65,14,103,58
yeast-1039.jpg,130,72,yeast,22,4,89,53
yeast-1039.jpg,130,72,yeast,88,28,119,62
particle-495.jpg,312,282,particle,75,57,259,257
yeast-973.jpg,144,114,yeast,6,9,116,88
yeast-751.jpg,86,96,yeast,18,16,65,77
yeast-1.jpg,376,370,yeast,79,109,254,252
yeast-1.jpg,376,370,yeast,142,193,217,252
yeast-213.jpg,120,96,yeast,70,62,100,85
yeast-746.jpg,102,94,yeast,14,9,93,77
particle-527.jpg,562,412,particle,162,31,458,192
particle-527.jpg,562,412,particle,171,162,314,366
particle-527.jpg,562,412,particle,289,137,444,372
particle-963.jpg,226,164,particle,44,3,195,158
particle-963.jpg,226,164,particle,116,84,197,139
particle-963.jpg,226,164,particle,4,106,54,153
yeast-551.jpg,88,88,yeast,10,11,38,45
particle-799.jpg,404,482,particle,96,48,290,241
particle-799.jpg,404,482,particle,205,171,349,353
particle-799.jpg,404,482,particle,309,364,394,434
yeast-258.jpg,62,54,yeast,22,9,56,39
particle-258.jpg,278,282,particle,69,20,181,112
particle-258.jpg,278,282,particle,63,86,181,215
particle-258.jpg,278,282,particle,164,1,207,24
particle-258.jpg,278,282,particle,16,26,59,64
yeast-867.jpg,94,96,yeast,22,17,69,72
particle-520.jpg,170,210,particle,20,44,149,200
particle-520.jpg,170,210,particle,104,34,134,79
particle-92.jpg,116,112,particle,27,30,116,106
yeast-304.jpg,104,142,yeast,27,31,61,60
yeast-304.jpg,104,142,yeast,34,59,66,89
yeast-304.jpg,104,142,yeast,32,92,61,118
particle-350.jpg,380,340,particle,73,121,200,258
particle-350.jpg,380,340,particle,214,73,304,231
particle-350.jpg,380,340,particle,212,24,293,89
particle-350.jpg,380,340,particle,10,20,71,104
particle-632.jpg,400,334,particle,32,16,381,320
particle-632.jpg,400,334,particle,322,280,383,326
particle-165.jpg,786,524,particle,277,11,464,113
particle-165.jpg,786,524,particle,154,100,535,406
particle-165.jpg,786,524,particle,133,256,281,387
particle-165.jpg,786,524,particle,228,407,335,477
particle-902.jpg,402,480,particle,235,1,362,165
particle-902.jpg,402,480,particle,35,84,398,480
particle-902.jpg,402,480,particle,9,261,145,441
yeast-88.jpg,192,168,yeast,42,36,149,122
yeast-966.jpg,62,80,yeast,16,14,47,52
yeast-176.jpg,136,120,yeast,42,19,76,62
yeast-692.jpg,54,54,yeast,1,7,32,41
particle-832.jpg,328,422,particle,170,124,284,240
particle-832.jpg,328,422,particle,145,240,299,396
yeast-157.jpg,62,64,yeast,10,4,46,50
yeast-224.jpg,208,250,yeast,68,116,98,148
yeast-224.jpg,208,250,yeast,105,166,132,184
yeast-224.jpg,208,250,yeast,156,187,187,224
particle-783.jpg,376,372,particle,92,1,300,345
particle-138.jpg,202,160,particle,32,29,120,73
particle-138.jpg,202,160,particle,25,72,93,110
particle-639.jpg,388,236,particle,7,8,210,193
particle-639.jpg,388,236,particle,6,165,108,234
particle-639.jpg,388,236,particle,258,1,287,26
yeast-845.jpg,162,164,yeast,20,13,120,135
particle-1008.jpg,762,372,particle,12,10,150,184
particle-1008.jpg,762,372,particle,99,73,690,346
particle-837.jpg,170,178,particle,25,41,96,131
yeast-643.jpg,94,76,yeast,23,5,70,73
particle-607.jpg,240,208,particle,42,33,155,130
particle-607.jpg,240,208,particle,188,1,239,36
particle-607.jpg,240,208,particle,16,130,52,156
yeast-894.jpg,108,114,yeast,51,20,79,46
yeast-894.jpg,108,114,yeast,28,44,78,68
yeast-894.jpg,108,114,yeast,38,79,63,101
yeast-423.jpg,122,136,yeast,55,35,113,91
particle-18.jpg,402,324,particle,160,24,216,50
particle-18.jpg,402,324,particle,205,34,339,278
particle-18.jpg,402,324,particle,47,94,274,303
yeast-781.jpg,102,82,yeast,16,4,78,65
particle-681.jpg,292,288,particle,53,32,247,237
particle-681.jpg,292,288,particle,261,136,292,188
particle-681.jpg,292,288,particle,156,215,236,277
particle-711.jpg,136,120,particle,36,18,101,100
particle-711.jpg,136,120,particle,120,15,136,37
particle-711.jpg,136,120,particle,28,110,50,120
yeast-616.jpg,202,142,yeast,28,23,193,115
yeast-778.jpg,84,84,yeast,26,12,65,67
particle-684.jpg,352,298,particle,28,16,312,285
particle-684.jpg,352,298,particle,274,36,319,71
yeast-153.jpg,80,60,yeast,4,1,39,41
yeast-797.jpg,92,86,yeast,17,19,53,53
yeast-749.jpg,64,86,yeast,18,39,49,68
particle-324.jpg,342,274,particle,47,31,319,235
particle-324.jpg,342,274,particle,129,159,302,242
yeast-107.jpg,182,196,yeast,84,91,119,132
particle-553.jpg,384,260,particle,63,52,377,229
particle-553.jpg,384,260,particle,16,22,76,67
particle-481.jpg,288,200,particle,53,78,266,192
particle-481.jpg,288,200,particle,36,132,62,166
particle-481.jpg,288,200,particle,211,1,267,30
yeast-384.jpg,178,176,yeast,34,51,94,91
particle-335.jpg,222,248,particle,84,32,198,167
particle-335.jpg,222,248,particle,60,138,108,188
particle-376.jpg,938,676,particle,176,6,403,144
particle-376.jpg,938,676,particle,270,89,656,516
particle-376.jpg,938,676,particle,601,230,837,384
yeast-247.jpg,174,166,yeast,32,6,79,49
yeast-247.jpg,174,166,yeast,35,45,130,122
yeast-247.jpg,174,166,yeast,11,115,71,153
yeast-247.jpg,174,166,yeast,1,24,12,58
yeast-484.jpg,170,172,yeast,101,57,146,93
yeast-484.jpg,170,172,yeast,36,115,70,148
yeast-484.jpg,170,172,yeast,98,107,137,132
yeast-484.jpg,170,172,yeast,144,73,170,111
yeast-699.jpg,106,128,yeast,13,30,85,120
particle-847.jpg,468,392,particle,63,197,136,265
particle-847.jpg,468,392,particle,112,55,383,353
particle-215.jpg,170,188,particle,55,23,94,42
particle-215.jpg,170,188,particle,16,39,135,123
particle-215.jpg,170,188,particle,5,102,35,131
yeast-248.jpg,222,166,yeast,14,23,156,137
yeast-248.jpg,222,166,yeast,160,10,222,101
yeast-248.jpg,222,166,yeast,110,98,173,166
yeast-243.jpg,242,248,yeast,16,57,176,191
yeast-243.jpg,242,248,yeast,22,188,82,233
yeast-243.jpg,242,248,yeast,159,222,205,248
yeast-243.jpg,242,248,yeast,200,27,242,129
particle-1029.jpg,342,386,particle,128,48,325,374
particle-1029.jpg,342,386,particle,44,126,324,371
particle-1029.jpg,342,386,particle,287,317,333,363
yeast-556.jpg,172,154,yeast,4,10,124,111
yeast-556.jpg,172,154,yeast,116,112,144,139
yeast-435.jpg,172,154,yeast,8,9,53,35
yeast-435.jpg,172,154,yeast,111,8,135,31
yeast-435.jpg,172,154,yeast,107,42,145,74
yeast-435.jpg,172,154,yeast,157,24,172,48
yeast-435.jpg,172,154,yeast,43,133,77,154
particle-672.jpg,174,254,particle,68,24,169,180
particle-672.jpg,174,254,particle,2,1,53,38
yeast-994.jpg,340,336,yeast,88,100,213,182
yeast-625.jpg,42,46,yeast,2,15,20,42
particle-193.jpg,530,332,particle,49,11,89,39
particle-193.jpg,530,332,particle,11,31,389,272
particle-193.jpg,530,332,particle,458,140,507,239
yeast-967.jpg,64,86,yeast,20,31,53,65
particle-988.jpg,642,492,particle,272,169,468,384
particle-988.jpg,642,492,particle,474,197,574,342
particle-988.jpg,642,492,particle,424,24,623,169
particle-988.jpg,642,492,particle,367,109,496,179
particle-988.jpg,642,492,particle,196,332,283,428
particle-988.jpg,642,492,particle,27,382,181,492
yeast-633.jpg,82,106,yeast,11,34,64,75
yeast-377.jpg,60,56,yeast,4,10,35,42
yeast-776.jpg,120,118,yeast,45,36,75,70
particle-26.jpg,182,204,particle,53,45,136,152
particle-26.jpg,182,204,particle,139,96,170,125
particle-317.jpg,560,394,particle,61,11,352,199
particle-317.jpg,560,394,particle,350,35,487,151
particle-317.jpg,560,394,particle,156,180,415,378
particle-317.jpg,560,394,particle,399,217,522,362
yeast-926.jpg,100,88,yeast,25,50,52,72
particle-877.jpg,294,368,particle,38,68,234,268
particle-877.jpg,294,368,particle,188,236,248,285
yeast-331.jpg,72,102,yeast,16,32,66,90
yeast-331.jpg,72,102,yeast,1,1,34,14
particle-768.jpg,134,124,particle,15,26,82,77
particle-768.jpg,134,124,particle,63,44,88,68
yeast-19.jpg,206,192,yeast,75,54,127,86
yeast-62.jpg,252,180,yeast,16,25,159,121
yeast-62.jpg,252,180,yeast,154,86,214,139
particle-721.jpg,202,238,particle,16,4,61,64
particle-721.jpg,202,238,particle,74,46,192,229
particle-721.jpg,202,238,particle,18,135,55,167
yeast-582.jpg,122,72,yeast,25,10,74,42
particle-557.jpg,190,176,particle,60,17,166,126
particle-557.jpg,190,176,particle,91,118,123,141
particle-557.jpg,190,176,particle,1,132,12,158
particle-333.jpg,148,228,particle,27,28,100,175
particle-333.jpg,148,228,particle,107,109,144,201
particle-333.jpg,148,228,particle,3,122,33,183
yeast-198.jpg,68,104,yeast,30,33,51,60
particle-213.jpg,136,154,particle,23,30,67,65
particle-213.jpg,136,154,particle,22,68,92,134
particle-213.jpg,136,154,particle,77,35,136,100
particle-828.jpg,506,482,particle,150,84,437,343
particle-828.jpg,506,482,particle,87,267,300,436
particle-828.jpg,506,482,particle,374,111,481,262
particle-881.jpg,410,352,particle,90,37,181,94
particle-881.jpg,410,352,particle,182,47,305,168
particle-881.jpg,410,352,particle,270,140,352,275
particle-881.jpg,410,352,particle,31,100,84,150
particle-881.jpg,410,352,particle,78,96,239,288
particle-881.jpg,410,352,particle,296,294,360,347
particle-736.jpg,230,140,particle,76,36,172,111
particle-959.jpg,450,452,particle,14,92,90,180
particle-959.jpg,450,452,particle,168,304,297,418
particle-959.jpg,450,452,particle,70,24,438,325
particle-959.jpg,450,452,particle,304,230,411,345
particle-959.jpg,450,452,particle,158,6,202,69
particle-959.jpg,450,452,particle,262,4,372,66
particle-48.jpg,228,252,particle,14,72,134,215
particle-48.jpg,228,252,particle,91,16,224,149
particle-701.jpg,442,456,particle,85,34,303,306
particle-701.jpg,442,456,particle,105,277,406,415
particle-701.jpg,442,456,particle,9,242,120,343
particle-893.jpg,224,308,particle,38,14,96,73
particle-893.jpg,224,308,particle,13,64,180,266
particle-893.jpg,224,308,particle,130,68,184,118
particle-982.jpg,324,460,particle,37,22,297,356
particle-982.jpg,324,460,particle,138,271,324,428
particle-982.jpg,324,460,particle,251,383,324,456
particle-982.jpg,324,460,particle,18,348,73,402
yeast-290.jpg,182,122,yeast,2,34,57,83
yeast-290.jpg,182,122,yeast,71,8,127,55
yeast-290.jpg,182,122,yeast,65,88,100,114
yeast-290.jpg,182,122,yeast,129,66,161,94
yeast-290.jpg,182,122,yeast,141,105,182,122
yeast-777.jpg,94,98,yeast,23,16,83,85
particle-860.jpg,288,328,particle,30,33,80,95
particle-860.jpg,288,328,particle,111,27,226,183
particle-860.jpg,288,328,particle,43,134,166,276
particle-860.jpg,288,328,particle,205,88,278,250
yeast-95.jpg,134,102,yeast,5,4,88,85
yeast-95.jpg,134,102,yeast,72,1,110,24
yeast-95.jpg,134,102,yeast,36,72,75,97
yeast-462.jpg,106,108,yeast,47,46,79,80
yeast-451.jpg,128,130,yeast,13,20,83,77
particle-973.jpg,492,262,particle,23,76,165,217
particle-973.jpg,492,262,particle,144,50,245,187
particle-973.jpg,492,262,particle,250,5,321,101
particle-973.jpg,492,262,particle,308,28,475,234
particle-973.jpg,492,262,particle,339,185,425,238
particle-778.jpg,220,194,particle,14,45,183,149
particle-778.jpg,220,194,particle,143,161,183,191
particle-778.jpg,220,194,particle,16,65,67,105
yeast-790.jpg,96,90,yeast,11,4,74,72
yeast-309.jpg,86,94,yeast,28,35,70,68
particle-629.jpg,164,368,particle,35,144,131,303
particle-629.jpg,164,368,particle,124,184,164,218
yeast-81.jpg,154,150,yeast,27,23,115,80
particle-441.jpg,212,238,particle,33,7,193,209
particle-441.jpg,212,238,particle,140,187,212,234
yeast-36.jpg,206,156,yeast,43,75,97,124
particle-65.jpg,360,344,particle,55,29,265,269
particle-65.jpg,360,344,particle,183,206,277,280
particle-900.jpg,264,146,particle,55,16,171,119
particle-900.jpg,264,146,particle,7,4,41,32
particle-900.jpg,264,146,particle,47,115,94,146
yeast-488.jpg,82,96,yeast,7,1,44,27
yeast-297.jpg,78,60,yeast,17,19,60,50
particle-468.jpg,294,332,particle,82,42,141,91
particle-468.jpg,294,332,particle,83,64,210,174
particle-468.jpg,294,332,particle,197,120,268,199
particle-468.jpg,294,332,particle,43,199,100,239
particle-468.jpg,294,332,particle,120,162,208,237
particle-759.jpg,336,276,particle,40,142,81,181
particle-759.jpg,336,276,particle,94,91,236,227
particle-759.jpg,336,276,particle,202,61,290,125
particle-440.jpg,344,280,particle,105,28,285,259
particle-916.jpg,198,206,particle,49,12,188,173
particle-916.jpg,198,206,particle,35,100,81,164
particle-916.jpg,198,206,particle,25,70,55,94
particle-339.jpg,180,184,particle,7,32,99,165
particle-339.jpg,180,184,particle,93,39,174,149
particle-490.jpg,466,326,particle,123,65,311,229
particle-490.jpg,466,326,particle,23,62,67,99
particle-490.jpg,466,326,particle,305,15,379,80
particle-932.jpg,794,828,particle,105,120,255,295
particle-932.jpg,794,828,particle,308,36,510,290
particle-932.jpg,794,828,particle,137,310,794,601
particle-932.jpg,794,828,particle,302,601,523,813
particle-871.jpg,254,240,particle,45,127,93,167
particle-871.jpg,254,240,particle,63,75,210,198
particle-767.jpg,334,240,particle,133,58,244,169
particle-767.jpg,334,240,particle,143,142,184,169
yeast-792.jpg,80,50,yeast,25,3,74,36
particle-569.jpg,298,248,particle,63,33,224,167
particle-569.jpg,298,248,particle,172,86,218,132
particle-569.jpg,298,248,particle,246,43,298,103
particle-694.jpg,314,312,particle,23,7,289,259
yeast-489.jpg,100,82,yeast,34,48,82,78
particle-960.jpg,156,218,particle,76,133,147,191
particle-960.jpg,156,218,particle,36,45,106,118
particle-960.jpg,156,218,particle,1,34,121,208
particle-960.jpg,156,218,particle,70,4,100,40
particle-323.jpg,834,956,particle,73,115,780,531
particle-323.jpg,834,956,particle,55,548,799,924
particle-730.jpg,190,192,particle,26,42,139,157
particle-730.jpg,190,192,particle,86,32,146,95
particle-661.jpg,424,552,particle,40,12,156,114
particle-661.jpg,424,552,particle,142,127,424,489
yeast-685.jpg,62,72,yeast,13,9,50,37
yeast-221.jpg,138,166,yeast,22,43,56,70
particle-1001.jpg,206,194,particle,27,32,176,140
yeast-952.jpg,80,78,yeast,4,10,77,64
particle-690.jpg,190,198,particle,24,6,157,150
particle-690.jpg,190,198,particle,140,130,173,170
particle-562.jpg,528,642,particle,53,6,517,530
particle-562.jpg,528,642,particle,204,390,447,547
particle-562.jpg,528,642,particle,344,233,528,458
yeast-120.jpg,132,144,yeast,37,3,73,48
yeast-120.jpg,132,144,yeast,33,60,78,89
particle-708.jpg,334,360,particle,52,44,314,343
particle-708.jpg,334,360,particle,273,279,334,341
particle-640.jpg,426,502,particle,39,24,287,360
particle-640.jpg,426,502,particle,261,189,425,358
particle-640.jpg,426,502,particle,240,386,302,439
particle-864.jpg,122,122,particle,16,4,83,56
particle-864.jpg,122,122,particle,26,43,108,99
yeast-648.jpg,92,104,yeast,20,53,54,93
particle-542.jpg,296,264,particle,38,34,252,220
particle-542.jpg,296,264,particle,1,39,48,83
particle-542.jpg,296,264,particle,259,2,296,42
yeast-863.jpg,236,152,yeast,3,17,48,49
yeast-863.jpg,236,152,yeast,63,14,119,80
yeast-863.jpg,236,152,yeast,120,25,169,102
particle-338.jpg,220,330,particle,8,54,205,259
particle-338.jpg,220,330,particle,1,223,75,275
yeast-455.jpg,92,74,yeast,23,6,62,32
yeast-448.jpg,194,188,yeast,23,40,114,96
yeast-448.jpg,194,188,yeast,131,91,163,127
yeast-448.jpg,194,188,yeast,54,141,92,171
yeast-579.jpg,84,96,yeast,38,44,77,87
yeast-667.jpg,72,74,yeast,13,17,44,59
yeast-786.jpg,334,174,yeast,26,14,288,160
particle-1043.jpg,404,294,particle,3,36,375,270
particle-595.jpg,454,318,particle,116,42,296,242
particle-595.jpg,454,318,particle,5,5,42,98
particle-595.jpg,454,318,particle,36,6,166,161
particle-595.jpg,454,318,particle,195,7,238,27
particle-595.jpg,454,318,particle,399,7,435,38
particle-595.jpg,454,318,particle,335,143,372,163
particle-595.jpg,454,318,particle,322,61,343,80
particle-595.jpg,454,318,particle,298,21,324,37
particle-876.jpg,314,256,particle,38,32,216,169
particle-876.jpg,314,256,particle,142,185,205,234
particle-218.jpg,428,492,particle,266,61,406,178
particle-218.jpg,428,492,particle,126,148,375,342
particle-218.jpg,428,492,particle,98,329,389,461
yeast-519.jpg,124,124,yeast,12,14,114,105
yeast-35.jpg,218,164,yeast,40,35,146,115
yeast-804.jpg,88,96,yeast,19,29,61,64
yeast-972.jpg,132,138,yeast,34,12,94,110
particle-644.jpg,496,340,particle,83,37,396,263
particle-644.jpg,496,340,particle,363,1,496,94
particle-644.jpg,496,340,particle,1,213,104,340
particle-50.jpg,324,326,particle,82,20,240,284
yeast-904.jpg,208,152,yeast,145,10,162,38
yeast-904.jpg,208,152,yeast,10,114,39,139
yeast-904.jpg,208,152,yeast,12,89,35,105
yeast-904.jpg,208,152,yeast,30,68,124,135
yeast-904.jpg,208,152,yeast,111,59,201,143
yeast-430.jpg,120,132,yeast,13,13,69,74
particle-744.jpg,636,630,particle,55,164,208,336
particle-744.jpg,636,630,particle,201,71,602,545
particle-744.jpg,636,630,particle,264,5,464,165
particle-744.jpg,636,630,particle,70,25,152,136
yeast-998.jpg,336,340,yeast,54,120,119,192
yeast-998.jpg,336,340,yeast,141,107,244,206
particle-811.jpg,352,264,particle,19,20,311,221
particle-987.jpg,476,422,particle,80,8,140,62
particle-987.jpg,476,422,particle,377,281,476,382
particle-987.jpg,476,422,particle,54,6,476,381
particle-252.jpg,332,244,particle,43,50,186,179
particle-252.jpg,332,244,particle,173,101,286,186
particle-252.jpg,332,244,particle,162,194,202,217
particle-252.jpg,332,244,particle,32,137,83,166
particle-252.jpg,332,244,particle,93,65,147,102
